"Category","Case","Title","Story Points","Priority","Assigned To","Tags","Milestone","Date Opened","Project","Opened By","Salesforce Case","Due Date","HotFix","Resolved By","Original Estimate","Current Estimate","Date Resolved","Date Closed","Subcases","Status"
"Inquiry","32626","DealerTrack/Arkona - OpenTrack DMS Setup - SF 111163","","Medium","V-DBO-QA","","012 : Database Operations","03/02/15 08:35 PM","012:Database Operations","V-DBO-QA","","","0","Bill Hummel","0","0","06/11/15 07:41 PM","06/11/15 07:41 PM","","Closed (Responded)"
"Task","32637","Full Bookouts Failing the Past 4 Nights","","Medium","V-DataOps","","012 : Database Operations","03/03/15 08:50 PM","012:Database Operations","Michaela Baker","","","0","Bill Hummel","0","0","06/02/15 04:52 PM","06/02/15 04:52 PM","","Closed (Completed)"
"Task","32653","Reclaim NetApp resources","","Medium","Kris Franken","","012 : Database Operations","03/05/15 08:01 PM","012:Database Operations","Bill Hummel","","","0","Kris Franken","0","0","03/06/15 09:21 PM","06/01/15 08:59 PM","","Closed (Completed)"
"Inquiry","32657","Update DBASTAT.Staging.InventorySales#PostLoad#Standard to include vAuto to bulk exclude rule","","Medium","V-DBO-QA","","012 : Database Operations","03/05/15 11:09 PM","012:Database Operations","V-DBO-QA","","","0","Bill Hummel","0","0","03/06/15 04:09 PM","03/06/15 04:09 PM","","Closed (Responded)"
"Bug","32662","SF:113987, Hendrick Recall Verification List Issue","","Medium","Bill Rogalla","dbo","012 : Database Operations","03/06/15 03:54 PM","012:Database Operations","Bill Rogalla","113987","","0","Bill Rogalla","0","0","04/06/15 03:43 PM","04/06/15 03:43 PM","","Closed (Fixed)"
"Inquiry","32669","New Datafeed and Loader:  Markquart","","Medium","V-DBO-QA","","012 : Database Operations","03/09/15 03:17 PM","012:Database Operations","V-DBO-QA","","","0","Bill Hummel","0","0","03/21/15 02:31 PM","03/21/15 02:31 PM","","Closed (Responded)"
"Task","32675","dbo.Photo","","Medium","Bill Hummel","","012 : Database Operations","03/10/15 02:10 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","11/04/15 09:47 PM","11/04/15 09:47 PM","","Closed (Completed)"
"Task","32683","Staging.Dataload#LookupFailures","","Medium","V-DataOps","","012 : Database Operations","03/10/15 05:49 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","11/04/15 09:47 PM","11/04/15 09:47 PM","","Closed (Completed)"
"Task","32760","MAPI: Extract.Advertisement_Features stalling for MarketCheck and MarketCheckNew","","Medium","Bill Hummel","","012 : Database Operations","03/17/15 01:15 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","6","6","04/23/15 07:22 PM","04/23/15 07:22 PM","","Closed (Completed)"
"Inquiry","32768","Request to alter Nexteppe photo datafeeder schedule - White Plain Cars - Ticket 114261","","Medium","V-DBO-QA","","012 : Database Operations","03/17/15 04:14 PM","012:Database Operations","V-DBO-QA","","","0","Bill Hummel","0","0","03/27/15 03:29 PM","03/27/15 03:29 PM","","Closed (Responded)"
"Task","32781","Standard Listing Loader: need mechanism to identify and delete inactive sets","","Medium","Bill Hummel","","012 : Database Operations","03/18/15 04:03 AM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","4","4","06/17/15 07:36 PM","06/17/15 07:36 PM","","Closed (Completed)"
"Inquiry","32783","7AM Job Report Distro Update","","Medium","V-DBO-QA","","012 : Database Operations","03/18/15 12:50 PM","012:Database Operations","V-DBO-QA","","","0","Bill Hummel","0","0","03/20/15 04:32 PM","03/20/15 04:32 PM","","Closed (Responded)"
"Inquiry","32790","Request to Remove Double Quote from GID File Ad Descriptions","","Medium","V-DBO-QA","","012 : Database Operations","03/18/15 06:24 PM","012:Database Operations","V-DBO-QA","","","0","James Pluff","0","0","03/27/15 03:28 PM","03/27/15 03:28 PM","","Closed (Responded)"
"Bug","32799","SF:114878, Total Inventory Report has Unit lised 4 times - 7693M","","Medium","Bill Rogalla","","012 : Database Operations","03/18/15 07:31 PM","012:Database Operations","Bill Rogalla","114878","","0","Kris Franken","0","0","03/19/15 09:38 PM","03/19/15 09:48 PM","","Closed (Fixed)"
"Feature","32800","New Account Report for BB and Galves FirstLook Mobile User Access","","Medium","Bill Rogalla","","012 : Database Operations","03/18/15 07:41 PM","012:Database Operations","Bill Rogalla","","","0","Elizabeth Wimmer","0","0","04/09/15 05:57 PM","04/09/15 05:57 PM","","Closed (Implemented)"
"Task","32828","SPOC: Add Department to Configuration.BusinessUnitDatafeed form","","Medium","Bill Hummel","","012 : Database Operations","03/20/15 02:12 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","06/02/15 08:08 PM","06/02/15 08:08 PM","","Closed (Completed)"
"Task","32831","VehicleCatalog.Chrome: Merge US and CA into NA dataset (parent)","","Medium","Bill Hummel","","012 : Database Operations","03/20/15 03:35 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","05/13/15 04:03 PM","05/13/15 04:03 PM","33236,","Closed (Completed)"
"Task","32832","Ad hoc request for Luther Sales data","","Medium","Elizabeth Wimmer","","012 : Database Operations","03/20/15 03:46 PM","012:Database Operations","Elizabeth Wimmer","","","0","Elizabeth Wimmer","0","0","03/27/15 07:13 PM","03/27/15 07:13 PM","","Closed (Completed)"
"Task","32837","Load KBB and NADA Chrome files for Used Valuation Mapping","","Medium","Bill Hummel","","012 : Database Operations","03/20/15 08:07 PM","012:Database Operations","Mukesh Khankari","","","0","Bill Hummel","0","0","06/01/15 05:24 PM","06/01/15 05:24 PM","","Closed (Completed)"
"Inquiry","32851","Add user to the weekly HAG recall report.","","Medium","V-DBO-QA","","012 : Database Operations","03/23/15 06:48 PM","012:Database Operations","V-DBO-QA","","","0","Elizabeth Wimmer","0","0","03/27/15 07:11 PM","03/27/15 07:11 PM","","Closed (Responded)"
"Bug","32867","SF:115431, PING Market Listing Trim Issue ","","Medium","Bill Rogalla","dbo","012 : Database Operations","03/25/15 05:53 PM","012:Database Operations","Bill Rogalla","115431","","0","Bill Hummel","4","4","06/01/15 07:02 PM","06/01/15 07:02 PM","","Closed (Fixed)"
"Bug","32869","Boch Toyota / Scion Trim Setting Audit","","Medium","Bill Rogalla","dbo","012 : Database Operations","03/25/15 07:57 PM","012:Database Operations","Bill Rogalla","","","0","Kris Franken","0","0","03/30/15 03:35 PM","03/30/15 04:02 PM","","Closed (Fixed)"
"Task","32873","Dan Vaden Redistribution Rpt - modify","","Medium","Elizabeth Wimmer","","012 : Database Operations","03/25/15 10:05 PM","012:Database Operations","Elizabeth Wimmer","","","0","Elizabeth Wimmer","0","0","04/01/15 04:18 PM","04/01/15 04:18 PM","","Closed (Completed)"
"Task","32874","Add Luther to SalesMetrics and SalesMetrics_V2 reports","","Medium","Elizabeth Wimmer","","012 : Database Operations","03/25/15 10:06 PM","012:Database Operations","Elizabeth Wimmer","","","0","Elizabeth Wimmer","0","0","04/09/15 04:02 PM","04/09/15 04:02 PM","","Closed (Completed)"
"Inquiry","32881","VIN Decoding Inquiry- 2014 Buick Regal","","Medium","V-DBO-QA","","012 : Database Operations","03/26/15 07:20 PM","012:Database Operations","V-DBO-QA","","","0","James Pluff","0","0","03/27/15 04:39 PM","03/27/15 04:39 PM","","Closed (Responded)"
"Feature","32882","SF:115528, Add User to Recall Verification E-mail","","Medium","Bill Rogalla","","012 : Database Operations","03/26/15 07:41 PM","012:Database Operations","Bill Rogalla","115528","","0","Elizabeth Wimmer","0","0","03/27/15 07:24 PM","03/27/15 07:24 PM","","Closed (Implemented)"
"Inquiry","32918","Disable Datafeeder for AutoSoft","","Medium","V-DBO-QA","","012 : Database Operations","04/01/15 02:57 PM","012:Database Operations","V-DBO-QA","","","0","Bill Hummel","0","0","04/01/15 02:58 PM","04/01/15 02:58 PM","","Closed (Responded)"
"Inquiry","32919","Request for one-time Lock of E-Stock Cards for GRAINGER04 / 107118","","Medium","V-DBO-QA","","012 : Database Operations","04/01/15 03:04 PM","012:Database Operations","V-DBO-QA","","","0","Bill Hummel","0","0","04/01/15 07:05 PM","04/01/15 07:05 PM","","Closed (Responded)"
"Task","32922","Recall Rpt Requests","","Medium","Elizabeth Wimmer","","012 : Database Operations","04/01/15 04:20 PM","012:Database Operations","Elizabeth Wimmer","","","0","Elizabeth Wimmer","0","0","06/17/15 08:24 PM","06/17/15 08:24 PM","32924,32925,32926,33055,","Closed (Completed)"
"Task","32923","modifiy daily recall rpt to remove vin's that has been fixed","","Medium","Elizabeth Wimmer","","012 : Database Operations","04/01/15 04:21 PM","012:Database Operations","Elizabeth Wimmer","","","0","Elizabeth Wimmer","0","0","04/01/15 04:25 PM","04/01/15 04:25 PM","","Closed (Completed)"
"Task","32924","Modify daily recall rpt to remove vins that have been fixed","","Medium","Elizabeth Wimmer","","012 : Database Operations","04/01/15 04:28 PM","012:Database Operations","Elizabeth Wimmer","","","0","Elizabeth Wimmer","0","0","04/01/15 08:12 PM","04/01/15 08:12 PM","","Closed (Completed)"
"Task","32925","Modify weekly summary rpt to remove vins that have been fixed","","Medium","Elizabeth Wimmer","","012 : Database Operations","04/01/15 04:29 PM","012:Database Operations","Elizabeth Wimmer","","","0","Elizabeth Wimmer","0","0","04/02/15 09:53 PM","04/02/15 09:53 PM","","Closed (Completed)"
"Task","32926","Download lates recall file from http://www-odi.nhtsa.dot.gov/downloads/flatfiles.cfm","","Medium","Elizabeth Wimmer","","012 : Database Operations","04/01/15 04:35 PM","012:Database Operations","Elizabeth Wimmer","","","0","Juliana Kennedy","0","0","10/19/15 08:37 PM","10/19/15 08:39 PM","","Closed (Completed)"
"Inquiry","32944","SF:115786, Photo Duplication - Audi Tulsao","","Medium","V-DBO-QA","","012 : Database Operations","04/02/15 08:47 PM","012:Database Operations","V-DBO-QA","115786","","0","Bill Hummel","4","4","04/10/15 02:44 PM","04/10/15 02:44 PM","","Closed (Responded)"
"Feature","32959","SF:115685, Sales Consultant Appraisal Performance Report Enhancement Request","","Medium","App Support","Michaela","012 : Database Operations","04/03/15 09:04 PM","012:Database Operations","Bill Rogalla","115685","","0","Bill Rogalla","0","0","04/05/16 08:22 PM","04/06/16 02:57 PM","","Closed (Implemented)"
"Inquiry","32973","Request to Allow Vehicles With $0 Internet Price into Hendrick Dealer Trade Network","","Medium","V-DBO-QA","","012 : Database Operations","04/07/15 03:54 PM","012:Database Operations","V-DBO-QA","","","0","Bill Hummel","0","0","04/07/15 06:45 PM","04/07/15 06:45 PM","","Closed (Responded)"
"Inquiry","32979","Photos being sent by Nexteppe not making it in Master File - Ticket 116275 ","","Medium","V-DBO-QA","","012 : Database Operations","04/07/15 08:49 PM","012:Database Operations","V-DBO-QA","","","0","Bill Hummel","0","0","04/28/15 01:22 PM","04/28/15 01:22 PM","","Closed (Responded)"
"Inquiry","32983","Photo URL Loader: Investigate potential silent failures in loading","","Medium","Bill Hummel","","012 : Database Operations","04/08/15 02:40 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","4","4","05/27/15 06:21 PM","05/27/15 06:21 PM","","Closed (Responded)"
"Inquiry","32992","Hendrick Group-Wide Carfax Export","","Medium","V-DBO-QA","","012 : Database Operations","04/08/15 08:26 PM","012:Database Operations","V-DBO-QA","","","0","Bill Hummel","0","0","04/09/15 06:30 PM","04/09/15 06:30 PM","","Closed (Responded)"
"Feature","32996","SF:116384, DBO request - Request for Bi-Weekly Reports sent to user for all 6 stores","","Medium","Bill Rogalla","dbo","012 : Database Operations","04/09/15 03:42 PM","012:Database Operations","Bill Rogalla","116384","","0","Elizabeth Wimmer","0","0","04/22/15 08:08 PM","05/11/15 08:20 PM","","Closed (Implemented)"
"Task","33014","Luther active inventory adhoc request","","Medium","Elizabeth Wimmer","","012 : Database Operations","04/13/15 07:47 PM","012:Database Operations","Elizabeth Wimmer","","","0","Elizabeth Wimmer","0","0","04/13/15 10:18 PM","04/13/15 10:18 PM","","Closed (Completed)"
"Task","33023","Stop Export to CarSoup","","Medium","Bill Hummel","","012 : Database Operations","04/14/15 05:49 PM","012:Database Operations","Michaela Baker","","","0","Bill Hummel","0","0","05/29/15 02:24 PM","05/29/15 02:24 PM","","Closed (Completed)"
"Feature","33024","PitStop Enhancement Request-Ability to Unlock ""Lot Location"" field","","Medium","Bill Rogalla","","012 : Database Operations","04/14/15 06:53 PM","012:Database Operations","Bill Rogalla","","","0","Kris Franken","0","0","04/20/15 05:22 PM","04/20/15 07:12 PM","","Closed (Implemented)"
"Bug","33025","SF:116579, Manually Created Unit Reverting Back to Certified","","Medium","Bill Rogalla","dbo","012 : Database Operations","04/14/15 07:25 PM","012:Database Operations","Bill Rogalla","116579","","0","Bill Rogalla","0","0","06/01/15 06:09 PM","06/01/15 06:09 PM","","Closed (Fixed)"
"Inquiry","33037","Request to Blow Out Vehicle's URLs in IMT- Sterling CJDR/Sunbelt","","Medium","V-DBO-QA","","012 : Database Operations","04/16/15 06:34 PM","012:Database Operations","V-DBO-QA","","","0","Kris Franken","0","0","04/16/15 07:03 PM","04/16/15 08:15 PM","","Closed (Responded)"
"Bug","33039","SF:116945, Seller's Description not populating for dealership's inventory in Market Listings","","Medium","Bill Rogalla","","012 : Database Operations","04/16/15 09:11 PM","012:Database Operations","Bill Rogalla","116945","","0","Bill Hummel","0","0","06/01/15 08:54 PM","06/01/15 08:54 PM","","Closed (Fixed)"
"Bug","33040","SF:116984, Dealer Appraised a Vehicle for Over $1 Million - Would Like Us To Remove Vin","","Medium","Bill Rogalla","dbo","012 : Database Operations","04/16/15 09:13 PM","012:Database Operations","Bill Rogalla","116984","","0","Bill Hummel","0","0","06/01/15 06:01 PM","06/01/15 06:05 PM","","Closed (Fixed)"
"Task","33046","DataLoad: Market Listing and Pricing Schemas -- Ad delay to process cars.com file","","Medium","Bill Hummel","","012 : Database Operations","04/17/15 06:11 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","06/01/15 04:59 PM","06/01/15 04:59 PM","","Closed (Completed)"
"Bug","33047","SF:117062, Incorrect CarFax information displaying in MAX","","Medium","Bill Rogalla","dbo","012 : Database Operations","04/17/15 06:19 PM","012:Database Operations","Bill Rogalla","117062","","0","Bill Rogalla","0","0","04/27/15 03:13 PM","04/27/15 03:13 PM","","Closed (Fixed)"
"Task","33055","Add updated list of emails to recall distribution","","Medium","Elizabeth Wimmer","","012 : Database Operations","04/19/15 04:22 PM","012:Database Operations","Elizabeth Wimmer","","","0","Elizabeth Wimmer","0","0","04/21/15 06:38 PM","04/21/15 06:38 PM","","Closed (Completed)"
"Task","33056","Create rpt w/pricing history and %to Market at time of price change","","Medium","Elizabeth Wimmer","","012 : Database Operations","04/19/15 04:24 PM","012:Database Operations","Elizabeth Wimmer","","","0","Bill Hummel","0","0","02/22/16 08:21 PM","02/22/16 08:22 PM","","Closed (Completed)"
"Inquiry","33057","Homenet Feedback File for TTM","","Medium","V-DBO-QA","","012 : Database Operations","04/20/15 01:12 PM","012:Database Operations","V-DBO-QA","","","0","Bill Hummel","0","0","06/12/15 08:20 PM","06/12/15 08:20 PM","","Closed (Responded)"
"Inquiry","33060","KBB Republication Fee Report - Request to Exclude Non-Current Accounts","","Medium","V-DBO-QA","","012 : Database Operations","04/20/15 08:11 PM","012:Database Operations","V-DBO-QA","","","0","Bill Hummel","0","0","05/20/16 07:37 PM","05/20/16 07:37 PM","33284,","Closed (Responded)"
"Inquiry","33064","Valid URLs in GetAuto/Dealer Specialties file changing to Dead URLs in Master File - Ticket 117208","","Medium","V-DBO-QA","","012 : Database Operations","04/21/15 03:21 PM","012:Database Operations","V-DBO-QA","","","0","Bill Hummel","0","0","02/11/16 09:55 PM","02/11/16 09:55 PM","","Closed (Responded)"
"Task","33071","Incorrect store on ttm rpt distribiton","","Medium","Elizabeth Wimmer","","012 : Database Operations","04/21/15 06:53 PM","012:Database Operations","Elizabeth Wimmer","","","0","Elizabeth Wimmer","0","0","06/25/15 08:03 PM","06/25/15 08:03 PM","","Closed (Completed)"
"Task","33099","Basecamp Connector Case","","Medium","Juliana Kennedy","","012 : Database Operations","04/24/15 04:29 AM","012:Database Operations","Juliana Kennedy","","","0","Juliana Kennedy","0","0","05/04/15 03:20 PM","05/04/15 03:20 PM","","Closed (Won't Complete)"
"Bug","33125","Exclude MAX Mobile Showroom Vehicles from Market Listing Data","","Medium","Bill Rogalla","dbo","012 : Database Operations","04/27/15 06:25 PM","012:Database Operations","Bill Rogalla","","","0","Bill Hummel","0","0","05/01/15 03:38 PM","05/11/15 08:18 PM","","Closed (Fixed)"
"Inquiry","33127","Redistribution by Group- Luther REPORT REQUEST","","Medium","V-DBO-QA","","012 : Database Operations","04/27/15 06:55 PM","012:Database Operations","V-DBO-QA","","","0","Elizabeth Wimmer","0","0","05/13/15 06:44 PM","05/13/15 06:44 PM","","Closed (Responded)"
"Inquiry","33131","Volvo of Charleston's Weekly Elite Operations Reports- REMOVE email.","","Medium","V-DBO-QA","","012 : Database Operations","04/28/15 04:14 PM","012:Database Operations","V-DBO-QA","","","0","Bill Rogalla","0","0","06/22/15 06:51 PM","06/22/15 06:51 PM","","Closed (Responded)"
"Task","33133","DMI Export Encryption and SFTP","","High","V-DataOps","","012 : Database Operations","04/28/15 04:38 PM","012:Database Operations","Juliana Kennedy","","","0","Bill Hummel","0","0","06/12/15 08:43 PM","06/12/15 08:43 PM","33134,33303,","Closed (Completed)"
"Task","33142","Staging-Process.dtsx: Occasionally will attempt to process files still being copied to drop folder","","Medium","Bill Hummel","","012 : Database Operations","04/29/15 02:54 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","06/17/15 03:54 PM","06/17/15 03:54 PM","","Closed (Completed)"
"Bug","33155","SF:118088, Server error when Clicking save price in PING","","Medium","Bill Rogalla","","012 : Database Operations","04/30/15 06:55 PM","012:Database Operations","Bill Rogalla","118088","","0","J. Travis Huber","0","0","05/05/15 09:16 PM","05/05/15 09:20 PM","33203,","Closed (Fixed)"
"Task","33174","Datafeeder.dtsx: I am dum","","Medium","Bill Hummel","","012 : Database Operations","05/01/15 12:52 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","06/16/15 06:42 PM","06/16/15 06:42 PM","","Closed (Completed)"
"Inquiry","33189","Rick Hendrick Buick GMC Duluth: Full Image Sets Not Loading","","Medium","V-DBO-QA","","012 : Database Operations","05/04/15 02:26 PM","012:Database Operations","V-DBO-QA","","","0","Bill Hummel","0","0","06/01/15 08:24 PM","06/01/15 08:24 PM","","Closed (Responded)"
"Inquiry","33201","Add AutoRevolution DatafeedCode to Bulk Exclude in Staging.InventorySales#PostLoad#Standard","","Medium","V-DBO-QA","","012 : Database Operations","05/05/15 05:46 PM","012:Database Operations","V-DBO-QA","","","0","Bill Hummel","0","0","05/05/15 06:48 PM","05/05/15 06:48 PM","","Closed (Responded)"
"Inquiry","33206","FW: LutherInvAgingBuckets was executed at 5/5/2015 2:00:07 PM","","Medium","V-DBO-QA","","012 : Database Operations","05/06/15 03:06 PM","012:Database Operations","V-DBO-QA","","","0","Elizabeth Wimmer","0","0","05/26/15 07:48 PM","05/26/15 07:48 PM","","Closed (Responded)"
"Inquiry","33207","RE: LutherInvAgingBuckets was executed at 5/5/2015 2:00:07 PM","","Medium","V-DBO-QA","","012 : Database Operations","05/06/15 03:22 PM","012:Database Operations","V-DBO-QA","","","0","Elizabeth Wimmer","0","0","06/16/15 08:47 PM","06/16/15 08:47 PM","","Closed (Responded)"
"Task","33208","Look for Base color Lock","","Medium","Akshai Rathore","","012 : Database Operations","05/06/15 03:43 PM","012:Database Operations","Akshai Rathore","","","0","Bill Hummel","2","2","05/27/15 06:40 PM","05/13/16 02:26 PM","32980,","Closed (Completed)"
"Task","33220","Mobile Book Users rpt missing dealership","","Medium","Elizabeth Wimmer","","012 : Database Operations","05/06/15 09:57 PM","012:Database Operations","Elizabeth Wimmer","","","0","Elizabeth Wimmer","0","0","05/14/15 08:33 PM","05/14/15 08:33 PM","","Closed (Completed)"
"Task","33223","Create db schema for dd subscriptions","","Medium","Elizabeth Wimmer","","012 : Database Operations","05/07/15 03:47 PM","012:Database Operations","Elizabeth Wimmer","","","0","Elizabeth Wimmer","0","0","05/20/15 09:02 PM","05/20/15 09:02 PM","","Closed (Completed)"
"Task","33236","ModelConfiguration Loader:  Borked in BETA, determine root cause","","Medium","Bill Hummel","","012 : Database Operations","05/08/15 12:15 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","05/13/15 04:03 PM","05/13/15 04:03 PM","","Closed (Completed)"
"Task","33237","KBB Load Process: Deadlock loser two weeks in a row","","Medium","V-DataOps","","012 : Database Operations","05/08/15 12:17 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","2","2","07/21/15 02:54 PM","07/21/15 02:54 PM","","Closed (Completed)"
"Task","33259","DBO: Need Dirty DB Shapshot After Data Restores","","Medium","Tim Muir","","012 : Database Operations","05/13/15 04:28 PM","012:Database Operations","Tim Muir","","","0","Tim Muir","0","0","05/20/15 06:24 PM","05/20/15 06:24 PM","","Closed (Verified)"
"Inquiry","33264","Please add Kara Korte to the morning job report","","Medium","V-DBO-QA","","012 : Database Operations","05/14/15 12:45 PM","012:Database Operations","V-DBO-QA","","","0","Elizabeth Wimmer","0","0","05/14/15 02:42 PM","05/14/15 02:42 PM","","Closed (Responded)"
"Task","33269","Pricing errors for 2014 Ford F-150 search","","Medium","Bill Hummel","","012 : Database Operations","05/14/15 06:57 PM","012:Database Operations","Michaela Baker","","","0","Bill Hummel","0","0","06/11/15 07:47 PM","06/11/15 07:47 PM","","Closed (Completed)"
"Task","33277","JK Test.  JK will close","","Medium","V-DataOps","","012 : Database Operations","05/15/15 03:08 PM","012:Database Operations","Juliana Kennedy","","","0","Juliana Kennedy","0","0","05/15/15 03:24 PM","05/15/15 03:24 PM","","Closed (Completed)"
"Task","33278","Test 2.  Yep JK will close this one too","","Medium","Juliana Kennedy","","012 : Database Operations","05/15/15 03:14 PM","012:Database Operations","Juliana Kennedy","","","0","Juliana Kennedy","0","0","05/15/15 03:24 PM","05/15/15 03:24 PM","","Closed (Completed)"
"Task","33279","test 3.  ","","Medium","Juliana Kennedy","","012 : Database Operations","05/15/15 03:19 PM","012:Database Operations","Juliana Kennedy","","","0","Juliana Kennedy","0","0","05/15/15 03:23 PM","05/15/15 03:23 PM","","Closed (Completed)"
"Inquiry","33300","Failing SIS Inventory QuerySets without Error - Westside Chevrolet (100176)","","Medium","V-DBO-QA","","012 : Database Operations","05/18/15 08:59 PM","012:Database Operations","V-DBO-QA","","","0","Juliana Kennedy","0","0","05/21/15 09:09 PM","05/21/15 09:09 PM","","Closed (Responded)"
"Task","33303","Create/update job on FTPSERVER to pull data","","High","V-DataOps","","012 : Database Operations","05/19/15 03:29 PM","012:Database Operations","Bill Hummel","","","0","Bill Hummel","0","0","06/12/15 08:43 PM","06/12/15 08:43 PM","","Closed (Completed)"
"Inquiry","33310","AutoLotManager- Image file import issues","","Medium","V-DBO-QA","","012 : Database Operations","05/19/15 08:37 PM","012:Database Operations","V-DBO-QA","","","0","Bill Hummel","0","0","05/27/15 06:40 PM","05/27/15 06:40 PM","","Closed (Responded)"
"Task","33394","Add New MAX URL to end of AIM GID File","","Medium","Michaela Baker","","012 : Database Operations","05/22/15 03:11 PM","012:Database Operations","Michaela Baker","","","0","Juliana Kennedy","0","0","06/16/15 05:02 PM","06/16/15 05:03 PM","","Closed (Duplicate)"
"Task","33404","Weekly Ops KPI Report for Denis Dwyer","","Medium","Elizabeth Wimmer","","012 : Database Operations","05/26/15 01:05 PM","012:Database Operations","Juliana Kennedy","","","0","Elizabeth Wimmer","0","0","06/12/15 09:35 PM","06/12/15 09:35 PM","","Closed (Completed)"
"Task","33405","Optimize Query for Hendrick YTD Sales Analysis","","Medium","Bill Hummel","","012 : Database Operations","05/26/15 03:01 PM","012:Database Operations","Juliana Kennedy","","","0","Bill Hummel","0","0","05/27/15 06:15 PM","05/27/15 06:15 PM","","Closed (Completed)"
"Inquiry","33444","Hendrick Buick GMC Cadillac Cary- Request to Blow New Vehicle Image URLs out of IMT","","Medium","V-DBO-QA","","012 : Database Operations","05/28/15 06:55 PM","012:Database Operations","V-DBO-QA","","","0","Bill Hummel","0","0","06/02/15 04:53 PM","06/02/15 04:53 PM","","Closed (Responded)"
"Task","33520","missing vin from recalls","","Medium","Elizabeth Wimmer","","012 : Database Operations","05/30/15 06:09 PM","012:Database Operations","Elizabeth Wimmer","","","0","Elizabeth Wimmer","0","0","06/10/15 07:09 PM","06/10/15 07:09 PM","","Closed (Completed)"
"Task","33544","dashboard.InventoryAdPerformance","","Medium","Kris Franken","","012 : Database Operations","06/02/15 07:18 PM","012:Database Operations","Bill Hummel","","","0","Juliana Kennedy","0","0","10/19/15 08:32 PM","10/19/15 08:32 PM","","Closed (Completed)"
"Task","33588","Add GMs, mavps, ucm's to recall verification rpt","","Medium","Elizabeth Wimmer","dbo","012 : Database Operations","06/05/15 06:58 PM","012:Database Operations","Elizabeth Wimmer","","","0","Elizabeth Wimmer","0","0","06/10/15 07:04 PM","06/10/15 07:04 PM","","Closed (Completed)"
"Inquiry","33589","Gates Nissan of Richmond- Request to Have Drive-Train Reference Merchandising Tables in GID File","","Medium","V-DBO-QA","","012 : Database Operations","06/05/15 08:25 PM","012:Database Operations","V-DBO-QA","","","0","Juliana Kennedy","0","0","07/08/15 03:21 PM","07/08/15 03:21 PM","","Closed (Duplicate)"
"Inquiry","33592","SF 121185- Unit missing in GID","","Medium","V-DBO-QA","","012 : Database Operations","06/08/15 02:42 PM","012:Database Operations","V-DBO-QA","","","0","Bill Hummel","0","0","06/09/15 03:31 PM","06/09/15 03:31 PM","","Closed (Responded)"
"Bug","33607","SF:121677, NADA books not updating to June (multiple units)","","Medium","Bill Rogalla","dbo","012 : Database Operations","06/09/15 04:10 PM","012:Database Operations","Bill Rogalla","121677","","0","Bill Hummel","0","0","06/11/15 11:14 PM","06/11/15 11:15 PM","","Closed (Fixed)"
"Inquiry","33624","Images not loading - VinTracker","","Medium","V-DBO-QA","","012 : Database Operations","06/10/15 06:26 PM","012:Database Operations","V-DBO-QA","","","0","Juliana Kennedy","0","0","07/16/15 07:34 PM","07/16/15 07:34 PM","","Closed (Won't Respond)"
"Bug","33631","SF:121831, Remove units from HAG Recall Report","","Medium","Bill Rogalla","","012 : Database Operations","06/10/15 09:29 PM","012:Database Operations","Bill Rogalla","121831","","0","Bill Rogalla","0","0","06/12/15 06:12 PM","06/12/15 06:12 PM","","Closed (Fixed)"
"Inquiry","33639","Luther Custom Report Request- Wholesale Inventory Report","","Medium","V-DBO-QA","","012 : Database Operations","06/12/15 03:32 PM","012:Database Operations","V-DBO-QA","","","0","Elizabeth Wimmer","0","0","06/25/15 10:06 PM","06/25/15 10:06 PM","","Closed (Responded)"
"Inquiry","33641","RE: LutherInvAgingBuckets was executed at 5/5/2015 2:00:07 PM","","Medium","V-DBO-QA","","012 : Database Operations","06/12/15 07:13 PM","012:Database Operations","V-DBO-QA","","","0","Elizabeth Wimmer","0","0","06/16/15 08:45 PM","06/16/15 08:45 PM","","Closed (Responded)"
"Task","33645","Analysis on cmd ctr no price measure for HC","","Medium","Elizabeth Wimmer","","012 : Database Operations","06/12/15 09:38 PM","012:Database Operations","Elizabeth Wimmer","","","0","Elizabeth Wimmer","0","0","06/12/15 09:39 PM","06/12/15 09:39 PM","","Closed (Completed)"
"Inquiry","33648","Re: LutherInvAgingBuckets was executed at 5/5/2015 2:00:07 PM","","Medium","V-DBO-QA","","012 : Database Operations","06/12/15 11:47 PM","012:Database Operations","V-DBO-QA","","","0","Elizabeth Wimmer","0","0","06/16/15 08:46 PM","06/16/15 08:46 PM","","Closed (Responded)"
